"","NGenes","Direction","PValue","FDR"
"DAZARD_UV_RESPONSE_CLUSTER_G4",42,"Up",0.00191534740869235,0.042506866588088
"KEGG_CITRATE_CYCLE_TCA_CYCLE",30,"Up",0.00197539568803111,0.0436641462882395
"REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION",13,"Up",0.00199024704198411,0.0438171520079848
"REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING",65,"Up",0.00208560948020092,0.0455617881066677
"REACTOME_FORMATION_OF_THE_BETA_CATENIN_TCF_TRANSACTIVATING_COMPLEX",97,"Up",0.002085981250631,0.0455617881066677
"REACTOME_G0_AND_EARLY_G1",30,"Up",0.00209618580349543,0.0456044202760461
"HU_GENOTOXIC_DAMAGE_24HR",60,"Up",0.0021817100725753,0.0472789406315729
"NGO_MALIGNANT_GLIOMA_1P_LOH",20,"Up",0.00219520691334222,0.0473855992309731
"FISCHER_G2_M_CELL_CYCLE",319,"Up",0.00229913326297533,0.049435838175882
"KEGG_CELL_CYCLE",126,"Up",0.00231932545939569,0.0495060510103273
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",66,"Up",0.00232810691587653,0.0495060510103273
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",94,"Up",0.00232927492991044,0.0495060510103273
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",26,"Up",0.00236384170091455,0.0498910989285868
"KAPOSI_LIVER_CANCER_MET_UP",34,"Up",0.00236544841101877,0.0498910989285868
"REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE",99,"Up",0.00242369896684443,0.0509253250600089
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",151,"Up",0.00244204152947942,0.0511163692875125
"BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP",62,"Up",0.0025367355884763,0.0527436155796172
"OHASHI_AURKA_TARGETS",6,"Up",0.00253887110824795,0.0527436155796172
"DORN_ADENOVIRUS_INFECTION_12HR_DN",81,"Up",0.00261339398189838,0.0539131111880041
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",190,"Up",0.00261467857372152,0.0539131111880041
"PECE_MAMMARY_STEM_CELL_UP",161,"Up",0.00265804107725124,0.0546034758100013
"PID_ATR_PATHWAY",47,"Up",0.0026834785718471,0.0549218614371373
"CHEMNITZ_RESPONSE_TO_PROSTAGLANDIN_E2_UP",166,"Up",0.00274521515056364,0.0557833255464809
"HONMA_DOCETAXEL_RESISTANCE",59,"Up",0.00274575905693862,0.0557833255464809
"BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP",246,"Up",0.00278661302544393,0.0564059471743706
"REACTOME_MITOTIC_PROMETAPHASE",226,"Up",0.00282188849059626,0.056911517514726
"RHEIN_ALL_GLUCOCORTICOID_THERAPY_DN",470,"Up",0.00295433926648983,0.0592283712992816
"REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",19,"Up",0.00295820312678279,0.0592283712992816
"REACTOME_REMOVAL_OF_THE_FLAP_INTERMEDIATE_FROM_THE_C_STRAND",11,"Up",0.00298006302161699,0.0594506435287201
"HU_ANGIOGENESIS_DN",53,"Up",0.00301389431034067,0.059909280427851
"BIOCARTA_SKP2E2F_PATHWAY",10,"Up",0.00311465986645515,0.0616903599355955
"BIOCARTA_SM_PATHWAY",16,"Up",0.0031343087995832,0.0618578229517741
"BERENJENO_TRANSFORMED_BY_RHOA_UP",727,"Up",0.00314556542135346,0.06185905522562
"DELPUECH_FOXO3_TARGETS_DN",45,"Up",0.00319540998905793,0.0626164382962203
"KEGG_PARKINSONS_DISEASE",118,"Up",0.00326632280838015,0.0636804078739493
"REACTOME_AMYLOID_FIBER_FORMATION",110,"Up",0.0032752418903298,0.0636804078739493
"BIOCARTA_RAN_PATHWAY",5,"Up",0.00328427727905819,0.0636804078739493
"ZHAN_V1_LATE_DIFFERENTIATION_GENES_DN",34,"Up",0.00334391807975993,0.0646101094711657
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",64,"Up",0.00337684049717107,0.0650188870639977
"REACTOME_RHO_GTPASE_EFFECTORS",359,"Up",0.00345748156647142,0.0663404275566703
"REACTOME_DEGRADATION_OF_DVL",62,"Up",0.00356862601699321,0.0681910973955432
"REACTOME_DEGRADATION_OF_AXIN",59,"Up",0.00357861350790943,0.0681910973955432
"PUJANA_CHEK2_PCC_NETWORK",965,"Up",0.00359728072704684,0.0683112484455699
"KOINUMA_COLON_CANCER_MSI_UP",18,"Up",0.00368622935722614,0.0697606281781906
"LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP",24,"Up",0.00374086533254537,0.0705529755209752
"REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV_1_INFECTION",7,"Up",0.00377739420004044,0.07099959302525
"LINDGREN_BLADDER_CANCER_CLUSTER_3_UP",403,"Up",0.0038220105559339,0.071594679091833
"REACTOME_HCMV_INFECTION",164,"Up",0.00384294443346428,0.0716753749197056
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN",218,"Up",0.00385225956408841,0.0716753749197056
"REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION",28,"Up",0.00387671131606823,0.0718882776261511
"MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN",79,"Up",0.00390873037110664,0.0721934248676981
"REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE",128,"Up",0.00391929559542335,0.0721934248676981
"GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP",145,"Up",0.00401417474242946,0.0735631426665501
"PETROVA_PROX1_TARGETS_UP",29,"Up",0.00403240493050849,0.0735631426665501
"LOPEZ_EPITHELIOID_MESOTHELIOMA",20,"Down",0.0040416884078875,0.0735631426665501
"REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE",42,"Up",0.00405902604433628,0.0735631426665501
"FERRANDO_T_ALL_WITH_MLL_ENL_FUSION_DN",119,"Up",0.00406021688622834,0.0735631426665501
"REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES",38,"Up",0.0041535319476869,0.0750079004670517
"LUI_THYROID_CANCER_CLUSTER_3",35,"Up",0.00429906184072924,0.0773831131331263
"MANN_RESPONSE_TO_AMIFOSTINE_DN",12,"Up",0.00432288121936181,0.0774592748235337
"SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP",67,"Up",0.00433132752813462,0.0774592748235337
"KANG_DOXORUBICIN_RESISTANCE_DN",31,"Down",0.00434544286629543,0.0774610234811244
"ZHAN_MULTIPLE_MYELOMA_SUBGROUPS",33,"Up",0.00437993425633304,0.077719272837359
"BIOCARTA_ERAD_PATHWAY",23,"Up",0.00438805883555122,0.077719272837359
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",69,"Up",0.00444334586294563,0.0784470582704076
"ZAMORA_NOS2_TARGETS_UP",76,"Up",0.00458834883429216,0.0807490944531799
"LEE_LIVER_CANCER_SURVIVAL_DN",258,"Up",0.00465834386653827,0.0817206609729857
"GOLDRATH_ANTIGEN_RESPONSE",476,"Up",0.004716503482194,0.0824791083626711
"KAUFFMANN_DNA_REPLICATION_GENES",151,"Up",0.0047712784389614,0.0831737686236615
"KEGG_OXIDATIVE_PHOSPHORYLATION",121,"Up",0.00484529200742158,0.0841983762044392
"SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP",64,"Up",0.00492661395285026,0.0851144529513467
"DACOSTA_LOW_DOSE_UV_RESPONSE_VIA_ERCC3_XPCS_UP",31,"Up",0.00492881377930347,0.0851144529513467
"KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION",62,"Up",0.00508034478904509,0.0872763961492612
"MUELLER_PLURINET",365,"Up",0.00508559528774197,0.0872763961492612
"PAL_PRMT5_TARGETS_UP",271,"Up",0.00513952695828191,0.0879288729766745
"HERNANDEZ_ABERRANT_MITOSIS_BY_DOCETACEL_4NM_UP",33,"Up",0.00539990507685581,0.0920983810330408
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM",116,"Up",0.00547779075382981,0.0931392975558878
"MYLLYKANGAS_AMPLIFICATION_HOT_SPOT_15",29,"Up",0.00552014638199451,0.0932926690816455
"KIM_TIAL1_TARGETS",48,"Up",0.0055205759662863,0.0932926690816455
"PID_FANCONI_PATHWAY",63,"Up",0.00557588973454306,0.0939401422959907
"MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_UP",139,"Up",0.00582200147336654,0.0977883894888252
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",66,"Up",0.00590754497572302,0.0989245258661981
"VERNELL_RETINOBLASTOMA_PATHWAY_UP",82,"Up",0.00598497772493038,0.0997234644082692
"SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN",5,"Up",0.00599134820549138,0.0997234644082692
"REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION",7,"Up",0.00605295239123009,0.100116653506098
"BASAKI_YBX1_TARGETS_UP",354,"Up",0.00605903729176878,0.100116653506098
"REICHERT_G1S_REGULATORS_AS_PI3K_TARGETS",10,"Up",0.00606932300480325,0.100116653506098
"REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS",35,"Up",0.00618278012018992,0.101501127677057
"WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_DN",492,"Up",0.00618998914715314,0.101501127677057
"CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_DN",251,"Up",0.00625215616505615,0.102217204047634
"REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS",38,"Up",0.00630057633777744,0.1026694141387
"HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_DN",68,"Up",0.00631697444935904,0.1026694141387
"REACTOME_MITOTIC_G2_G2_M_PHASES",219,"Up",0.00638719089026172,0.103506207799373
"FURUKAWA_DUSP6_TARGETS_PCI35_DN",85,"Up",0.0064441255067298,0.104063462740743
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_17",223,"Up",0.00645924135361468,0.104063462740743
"REACTOME_UCH_PROTEINASES",110,"Up",0.00673928507828664,0.108259562042477
"REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS",162,"Up",0.00682989065541622,0.109092895962508
"MOOTHA_TCA",18,"Up",0.00683064458976255,0.109092895962508
"REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",77,"Up",0.00691319245109351,0.109727985627703
"WU_APOPTOSIS_BY_CDKN1A_VIA_TP53",92,"Up",0.00691868417654127,0.109727985627703
"REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A",27,"Up",0.00692997954832944,0.109727985627703
"BIOCARTA_G2_PATHWAY",29,"Up",0.00699177998980599,0.110197015235161
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TAN_DN",15,"Up",0.00699948468106073,0.110197015235161
"CAFFAREL_RESPONSE_TO_THC_24HR_5_UP",46,"Up",0.00707459725621243,0.111063137607471
"CAFFAREL_RESPONSE_TO_THC_24HR_3_DN",32,"Up",0.00711996406912983,0.111458700980202
"REACTOME_REGULATION_OF_RAS_BY_GAPS",72,"Up",0.00720220030401374,0.11242756745757
"BIOCARTA_PPARG_PATHWAY",10,"Down",0.0072946523969178,0.113549997592585
"LI_AMPLIFIED_IN_LUNG_CANCER",247,"Up",0.00736551881529423,0.114331058913809
"DORN_ADENOVIRUS_INFECTION_32HR_UP",26,"Up",0.0074097085060899,0.114549223912096
"HOLLEMAN_ASPARAGINASE_RESISTANCE_B_ALL_DN",33,"Up",0.00742103187848902,0.114549223912096
"STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN",49,"Up",0.00748528484096637,0.115219175574318
"HSIAO_HOUSEKEEPING_GENES",578,"Up",0.00753074268883363,0.115596900273596
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR",68,"Up",0.00758429741120817,0.116096475053563
"BIOCARTA_P53_PATHWAY",19,"Up",0.00765320220064549,0.116827611493831
"YAMASHITA_LIVER_CANCER_WITH_EPCAM_UP",62,"Up",0.00770715546741434,0.117327110503944
"REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES",334,"Up",0.00775823489618389,0.117570226583902
"KEGG_MISMATCH_REPAIR",23,"Up",0.0077656772897438,0.117570226583902
"LE_NEURONAL_DIFFERENTIATION_DN",21,"Up",0.00787138361248001,0.118771600904752
"REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF",20,"Up",0.00788801620196235,0.118771600904752
"REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE",15,"Up",0.00792691761231055,0.119033007406598
"REACTOME_TRANSLESION_SYNTHESIS_BY_POLK",18,"Up",0.00797610714864582,0.11944706803094
"REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION",53,"Up",0.00800652547207154,0.11957853988829
"HOLLERN_EMT_BREAST_TUMOR_DN",168,"Down",0.00812695525125553,0.121050012718162
"TOMIDA_LUNG_CANCER_POOR_SURVIVAL",3,"Up",0.0081821575689696,0.12154463098421
"REACTOME_METALLOPROTEASE_DUBS",38,"Up",0.00831667958054378,0.122878918050219
"DAZARD_UV_RESPONSE_CLUSTER_G1",99,"Up",0.00832464520377352,0.122878918050219
"MULLIGAN_NTF3_SIGNALING_VIA_INSR_AND_IGF1R_UP",28,"Up",0.00833868879276731,0.122878918050219
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_13",214,"Up",0.0083627965944977,0.122906420162751
"REACTOME_MISMATCH_REPAIR",16,"Up",0.00839490654971651,0.123051070540407
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS",119,"Up",0.00875290840082176,0.127959184716775
"FOURNIER_ACINAR_DEVELOPMENT_LATE_2",389,"Up",0.00892914402408827,0.130071674181255
"MODY_HIPPOCAMPUS_NEONATAL",72,"Up",0.00894448718582642,0.130071674181255
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_12",121,"Up",0.00901462254476358,0.130454842567352
"CAFFAREL_RESPONSE_TO_THC_24HR_5_DN",85,"Up",0.00901805100628459,0.130454842567352
"GUTIERREZ_MULTIPLE_MYELOMA_UP",39,"Up",0.00906164801628696,0.130743255712798
"CAFFAREL_RESPONSE_TO_THC_DN",55,"Up",0.00928613429738268,0.133332681374519
"GNATENKO_PLATELET_SIGNATURE",108,"Up",0.00928937429047949,0.133332681374519
"REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI",635,"Up",0.00934991335728805,0.133853940964699
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_10",75,"Up",0.00946314456486771,0.135124901461134
"DEN_INTERACT_WITH_LCA5",30,"Up",0.00951090864971725,0.135456910304994
"PUJANA_XPRSS_INT_NETWORK",249,"Up",0.00966125446727369,0.137244452920705
"ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST",183,"Up",0.00977089652368731,0.1384460876664
"REACTOME_RESPONSE_OF_MTB_TO_PHAGOCYTOSIS",30,"Up",0.00988694061055097,0.139732055790038
"REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION",7,"Up",0.00992364766572837,0.139893053573508
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",26,"Up",0.00995458435138491,0.139972094467565
"CHASSOT_SKIN_WOUND",11,"Down",0.0100160819298152,0.140479362294819
"NATSUME_RESPONSE_TO_INTERFERON_BETA_DN",60,"Up",0.0100964619026449,0.14124822398485
"CAIRO_PML_TARGETS_BOUND_BY_MYC_UP",27,"Up",0.0103523415884878,0.143969890385045
"MOREIRA_RESPONSE_TO_TSA_UP",45,"Up",0.0103614136763079,0.143969890385045
"REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL",12,"Down",0.0103691669151733,0.143969890385045
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",80,"Up",0.0105886480787362,0.14664879519573
"KARLSSON_TGFB1_TARGETS_UP",164,"Up",0.0107787508403049,0.148527394582632
"REACTOME_SIGNALING_BY_BMP",29,"Down",0.0107852400071184,0.148527394582632
"CHEN_HOXA5_TARGETS_6HR_UP",21,"Down",0.0108237254490288,0.148527394582632
"PID_ATM_PATHWAY",52,"Up",0.0108318023917482,0.148527394582632
"CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP",69,"Up",0.0109712839280807,0.150067611352906
"WHITFIELD_CELL_CYCLE_G2",219,"Up",0.0111176840535917,0.151614315515919
"REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY",64,"Up",0.0111603504054854,0.151614315515919
"CROSBY_E2F4_TARGETS",6,"Up",0.0111666714467932,0.151614315515919
"WHITFIELD_CELL_CYCLE_S",223,"Up",0.0112437785977072,0.152233638552198
"YAGUE_PRETUMOR_DRUG_RESISTANCE_UP",12,"Up",0.0112988914387852,0.152233638552198
"SA_FAS_SIGNALING",9,"Up",0.0113042133400472,0.152233638552198
"REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION",24,"Up",0.0113224801746206,0.152233638552198
"LUI_THYROID_CANCER_CLUSTER_4",13,"Down",0.0113616419989098,0.152389402150426
"KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS",10,"Up",0.0116218040670622,0.155501426814978
"REACTOME_DISSOLUTION_OF_FIBRIN_CLOT",12,"Up",0.0117052452231804,0.15623957754419
"JAEGER_METASTASIS_UP",63,"Up",0.0117827510885872,0.156895138591646
"NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_UP",117,"Up",0.011941798966743,0.157957335321485
"BURTON_ADIPOGENESIS_PEAK_AT_16HR",64,"Up",0.011947470759758,0.157957335321485
"REACTOME_INTERLEUKIN_12_SIGNALING",59,"Up",0.0119482747311583,0.157957335321485
"NAKAMURA_LUNG_CANCER",21,"Up",0.0124558749828409,0.164154208972025
"REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS",129,"Up",0.0124764328208922,0.164154208972025
"MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN",30,"Down",0.0129257466055392,0.169358729706446
"CAFFAREL_RESPONSE_TO_THC_8HR_3_DN",36,"Up",0.0129332942338256,0.169358729706446
"REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS",21,"Up",0.0130541505615259,0.1705372009527
"LIAN_LIPA_TARGETS_3M",87,"Up",0.0130975338554464,0.170700405861314
"REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B",25,"Up",0.0133390337517804,0.17306301916645
"XU_RESPONSE_TO_TRETINOIN_AND_NSC682994_DN",18,"Up",0.0133414488173919,0.17306301916645
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1",19,"Up",0.0134120176883436,0.17357098301121
"VALK_AML_WITH_T_8_21_TRANSLOCATION",11,"Down",0.0137820946370698,0.177935040963445
"REACTOME_INFECTIOUS_DISEASE",762,"Up",0.0138136323874987,0.177935040963445
"REACTOME_FATTY_ACIDS_BOUND_TO_GPR40_FFAR1_REGULATE_INSULIN_SECRETION",8,"Down",0.0140238614374953,0.17999422539286
"CHICAS_RB1_TARGETS_LOW_SERUM",113,"Up",0.0140399469686813,0.17999422539286
"SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY",46,"Up",0.0140712098026992,0.17999422539286
"REACTOME_RNF_MUTANTS_SHOW_ENHANCED_WNT_SIGNALING_AND_PROLIFERATION",11,"Down",0.0141882176050692,0.181071802507188
"REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT",171,"Up",0.0142767434060505,0.181781760511141
"CUI_GLUCOSE_DEPRIVATION",86,"Up",0.0143487061840149,0.182278046834175
"REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING",116,"Up",0.0144500313915115,0.183144205205258
"REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN",35,"Up",0.0144843716600579,0.18315935421849
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_16",130,"Up",0.0146705168180778,0.185089671088351
"REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS",35,"Up",0.0147266471888254,0.185374606755009
"REACTOME_DUAL_INCISION_IN_GG_NER",44,"Up",0.0147925051125831,0.185780416482123
"MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP",17,"Up",0.0149212648865261,0.18697258449647
"VANTVEER_BREAST_CANCER_METASTASIS_DN",175,"Up",0.0151515724100808,0.189400067812332
"PARK_HSC_VS_MULTIPOTENT_PROGENITORS_DN",21,"Up",0.0151835378286035,0.189400067812332
"WONG_PROTEASOME_GENE_MODULE",62,"Up",0.015275039139816,0.190112311456358
"IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM",30,"Up",0.0155051800530422,0.192542977467666
"POOLA_INVASIVE_BREAST_CANCER_UP",349,"Up",0.015651300498188,0.19392171872867
"REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX",22,"Up",0.0157107800259099,0.194091660375683
"REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE",43,"Up",0.0157352630923464,0.194091660375683
"REACTOME_CELLULAR_SENESCENCE",205,"Up",0.0160416209722671,0.197043377320675
"REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX",11,"Up",0.0160458776319768,0.197043377320675
"YAO_TEMPORAL_RESPONSE_TO_PROGESTERONE_CLUSTER_0",100,"Down",0.0161193841170166,0.1975071322187
"CASTELLANO_HRAS_TARGETS_UP",7,"Up",0.0164132816942715,0.200663262483505
"FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP",242,"Up",0.016534704909989,0.201293546715052
"DING_LUNG_CANCER_BY_MUTATION_RATE",40,"Down",0.0165376891437991,0.201293546715052
"KEGG_BASE_EXCISION_REPAIR",33,"Up",0.0166797605816025,0.202576608733924
"SA_REG_CASCADE_OF_CYCLIN_EXPR",15,"Up",0.016983449637526,0.205542954324772
"REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION",22,"Up",0.0169983948835362,0.205542954324772
"BIOCARTA_TUBBY_PATHWAY",9,"Down",0.0171288127488606,0.206667727620532
"ZERBINI_RESPONSE_TO_SULINDAC_DN",5,"Up",0.0172911629254345,0.207922978151739
"BHATI_G2M_ARREST_BY_2METHOXYESTRADIOL_UP",165,"Up",0.0173081016919652,0.207922978151739
"REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE",9,"Up",0.0176209397276161,0.211221936951858
"REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA",26,"Up",0.0180100110775071,0.215418444186806
"MATZUK_SPERMATOCYTE",107,"Up",0.0181368349205726,0.216127304059063
"TOMIDA_METASTASIS_UP",44,"Up",0.0181474971196897,0.216127304059063
"REACTOME_GALACTOSE_CATABOLISM",5,"Up",0.0181995019002138,0.216280532259315
"COLLIS_PRKDC_SUBSTRATES",35,"Up",0.0182525317885978,0.216445258935174
"REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION",18,"Up",0.0184467066109035,0.218045074989006
"FEVR_CTNNB1_TARGETS_DN",723,"Up",0.0184663581423914,0.218045074989006
"REACTOME_TRNA_AMINOACYLATION",43,"Up",0.0185590336722913,0.218244329452463
"REACTOME_PHOSPHORYLATION_OF_THE_APC_C",20,"Up",0.0185622212889355,0.218244329452463
"REACTOME_TIGHT_JUNCTION_INTERACTIONS",26,"Down",0.018612225266431,0.218367636565388
"BIOCARTA_DNAFRAGMENT_PATHWAY",11,"Up",0.0188444729631005,0.220445058057907
"REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION",6,"Up",0.0188829380508139,0.220445058057907
"REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING",64,"Up",0.018908968063599,0.220445058057907
"REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS",50,"Up",0.018993553945366,0.220965008635985
"TESAR_ALK_TARGETS_EPISC_4D_UP",5,"Up",0.0190866454908017,0.221280641734013
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",91,"Up",0.0191007720063562,0.221280641734013
"CHAUHAN_RESPONSE_TO_METHOXYESTRADIOL_DN",157,"Up",0.0191489213102933,0.221374349708538
"DAZARD_UV_RESPONSE_CLUSTER_G24",42,"Up",0.0192128043056783,0.221649178691395
"REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS",26,"Up",0.0192688820525634,0.221833004630136
"THEODOROU_MAMMARY_TUMORIGENESIS",41,"Down",0.0193468216541449,0.222267227569241
"REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS",40,"Up",0.019483629461855,0.223374556859358
"PID_BARD1_PATHWAY",31,"Up",0.0196320435264845,0.224610088048351
"MIZUKAMI_HYPOXIA_DN",10,"Down",0.0200186107277095,0.228414871288759
"REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS",36,"Down",0.0200472697385175,0.228414871288759
"SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM",189,"Up",0.0201254176292478,0.228649650337805
"MOTAMED_RESPONSE_TO_ANDROGEN_DN",7,"Down",0.0201506296986085,0.228649650337805
"REACTOME_METABOLISM_OF_RNA",705,"Up",0.0202801193871112,0.229647417486017
"PID_WNT_CANONICAL_PATHWAY",29,"Down",0.0205015401683307,0.231679981534142
"LI_LUNG_CANCER",72,"Up",0.020581273071417,0.232106357127858
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",54,"Up",0.020898990503075,0.235209412464343
"REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION",109,"Up",0.0210703895261079,0.236053331410878
"LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP",35,"Up",0.0210746254807677,0.236053331410878
"BORCZUK_MALIGNANT_MESOTHELIOMA_UP",414,"Up",0.0211021255369116,0.236053331410878
"HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP",70,"Up",0.0212186703123331,0.236877519486773
"BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP",52,"Up",0.0212929958390701,0.237228014126414
"WANG_TUMOR_INVASIVENESS_UP",525,"Up",0.0214106284837845,0.237595754892488
